original_sentence	augmented_sentence
It took 13 months total to retrofit the boiler.	It took 13 months total to retrofit the boiler.
The shortage of skilled IT workers in the current market environment is often a major reason for leading organizations to outsource.	las escasez of hábiles IT trabajadores in el actual mercado entorno is frecuentemente a major motivo para liderar organizaciones to outsource.
There are way too many IT workers.	There are way too many IT workers.
The shortage of skilled IT workers in the current market environment is often a major reason for leading organizations to outsource.	la escasez of hábil IT obreros in las actualidad mercado ambiente is menudo a comandante motivo para liderando organizaciones to outsource.
There aren't enough IT workers because they all went to India.	allí aren't basta IT trabajadores porque ellas todas went to India.
The shortage of skilled IT workers in the current market environment is often a major reason for leading organizations to outsource.	la escasez of hábiles IT trabajadoras in el actualidad mercado entorno is frecuentemente a comandante razon para liderar organizaciones to outsource.
There aren't enough IT workers to fill the jobs.	There aren't enough IT workers to fill the jobs.
It is not possible to know the extent or direction of the bias in the total incidence change based on the general application of a single C-R function everywhere.	It is not possible to know the extent or direction of the bias in the total incidence change based on the general application of a single C-R function everywhere.
It's obvious how much bias there is.	It's obvious how much bias there is.
It is not possible to know the extent or direction of the bias in the total incidence change based on the general application of a single C-R function everywhere.	It is not posible to sepa los extent or direction of las sesgo in la total incidencia cambia basada on las generales aplicacion of a soltera C-R función everywhere.
You can't know how much bias exists because it's hard to separate from other outside influences.	You can't know how much bias exists because it's hard to separate from other outside influences.
It is not possible to know the extent or direction of the bias in the total incidence change based on the general application of a single C-R function everywhere.	It is not possible to know the extent or direction of the bias in the total incidence change based on the general application of a single C-R function everywhere.
You cant know how much bias there is.	vos cant conozca como much sesgo ahi is.
The technical cost effects, due to the work being done by a party that may do it at a higher cost, are also calculated in the same way as before.	el tecnica costo effects, debido to la obra ser hecho by a fiesta que may do it at a superior cost, are igualmente calculada in el igual way as before.
The technical cost effects are figured one way.	las técnicos coste efectos are figured una way.
The technical cost effects, due to the work being done by a party that may do it at a higher cost, are also calculated in the same way as before.	los técnico costo effects, debido to los trabaje estar hecho by a partido eso may do it at a superior cost, are también calculado in los misma way as before.
They haven't figured out how to calculate technical cost effects.	They haven't figured out how to calculate technical cost effects.
The technical cost effects, due to the work being done by a party that may do it at a higher cost, are also calculated in the same way as before.	The technical cost effects, due to the work being done by a party that may do it at a higher cost, are also calculated in the same way as before.
They use the historical data to calculate the technical cost effects.	They use the historical data to calculate the technical cost effects.
Practice 4: Manage Risk on a Continuing Basis	practicas 4: administrar riesgo on a continuando Basis
Chapter four contains a practice exercise on managing risk.	Chapter four contains a practice exercise on managing risk.
Practice 4: Manage Risk on a Continuing Basis	Practice 4: Manage Risk on a Continuing Basis
The book contains no information about long term risk management.	el libro contenga no informaciones acerca long término arriesgar management.
Practice 4: Manage Risk on a Continuing Basis	práctica 4: gestione riesgos on a continua Basis
This exercise must be completed and turned in by the end of the week.	This exercise must be completed and turned in by the end of the week.
, the Regional Haze RIA and the NOx SIP Call RIA), the low-end estimate of benefits assumed a threshold in PM health effects at 15 :g/m3.	, el regional neblina ria y el nox sip llama RIA), la low-end estimado of beneficios supuesto a umbral in PM salud efectos at 15 :g/m3.
They estimated the benefits.	ellas estimados las benefits.
, the Regional Haze RIA and the NOx SIP Call RIA), the low-end estimate of benefits assumed a threshold in PM health effects at 15 :g/m3.	, the Regional Haze RIA and the NOx SIP Call RIA), the low-end estimate of benefits assumed a threshold in PM health effects at 15 :g/m3.
