original_sentence	augmented_sentence
One size fits all does not work in brief interventions, just as it does not work in clinical practice in general.	一個 大小 fits 所有 does not 工作 in 簡短 interventions, 只是 as it does not 工作 in 臨床 練習 in general.
One size fits all when it comes to brief interventions.	One size fits all when it comes to brief interventions.
In other words, when households' existing assets increase in value, people can save less from current income and still achieve their wealth-income target.	In 其他 words, 當 households' 現有 資產 增加 in value, 人 can save 少 來自 目前 收入 還有 仍然 實現 their wealth-income target.
A household's existing assets have no bearing on the amount of money from income that needs to be saved.	A household's existing assets have no bearing on the amount of money from income that needs to be saved.
In other words, when households' existing assets increase in value, people can save less from current income and still achieve their wealth-income target.	In other words, when households' existing assets increase in value, people can save less from current income and still achieve their wealth-income target.
Increased value in existing assets can lower the amount of savings from income that is needed.	增加 數值 in 現有 資產 can 低 the 金額 of 節省 從 收入 那個 is needed.
In other words, when households' existing assets increase in value, people can save less from current income and still achieve their wealth-income target.	In 其他 words, 當 households' 現有 資產 增加 in value, 人 can save 少 來自 電流 收入 和 仍然 實現 their wealth-income target.
It is wise to continue saving the same amount as always.	It is 明智 to continue 節省 the 相同 金額 as always.
The plan should also identify the acquisition method, key go/no-go points, a formal training plan, and a contingency plan to minimize losses.	The 計畫 應該 也 identify the 購置 method, 鍵 go/no-go points, a 正式 培訓 plan, 和 a contingency 計畫 to minimize losses.
A contingency plan to minimize losses should be included in the the plan.	A contingency 計劃 to minimize 損失 應該 be 包括 in the the plan.
The plan should also identify the acquisition method, key go/no-go points, a formal training plan, and a contingency plan to minimize losses.	The 計畫 應該 還 identify the 購置 method, 鍵 go/no-go points, a 正式 培訓 plan, 和 a contingency 計畫 to minimize losses.
The plan does not need to contain a training program.	The 計畫 does not 需要 to contain a 訓練 program.
The plan should also identify the acquisition method, key go/no-go points, a formal training plan, and a contingency plan to minimize losses.	The plan should also identify the acquisition method, key go/no-go points, a formal training plan, and a contingency plan to minimize losses.
The plan should also include a budget.	The 計畫 應該 還 包括 a budget.
Figure 6 displays the average unit costs generated with the cost function for the USPS.	Figure 6 displays the average unit costs generated with the cost function for the USPS.
The average cost for USPS is shown in figure 6 and shows all the profits.	The 平均 費用 for USPS is shown in 圖 6 和 顯示 all the profits.
Figure 6 displays the average unit costs generated with the cost function for the USPS.	Figure 6 displays the average unit costs generated with the cost function for the USPS.
The average cost for USPS is shown in figure 6.	The 平均 費用 for USPS is shown in 圖 6.
Figure 6 displays the average unit costs generated with the cost function for the USPS.	圖 6 displays the 平均 單元 成本 生成 with the 費用 職能 for the USPS.
The costs are shown in figure 9 for USPS.	The 費用 are shown in 圖 9 for USPS.
It made sense for the state to outsource tactical functions such as help desks and mainframe management.	It made 感 for the 國家 to outsource 戰術 函數 such as 幫助 辦公桌 而且 主機 management.
