original_sentence	augmented_sentence
At about 10:15, the FDNY Chief of Department and the Chief of Safety, who had returned to West Street from the parking garage, confirmed that the South Tower had collapsed.	At 關於 10:15, the FDNY 科長 of departamento 而且 the jefa of Safety, oms había devuelto to 西方 街頭 desde the estacionamiento garage, 確認 那個 la sur 塔 had collapsed.
The South Tower collapsed before 10:15.	el sur 塔台 colapsado antes 10:15.
At about 10:15, the FDNY Chief of Department and the Chief of Safety, who had returned to West Street from the parking garage, confirmed that the South Tower had collapsed.	At about 10:15, the FDNY Chief of Department and the Chief of Safety, who had returned to West Street from the parking garage, confirmed that the South Tower had collapsed.
The South Tower did not collapse.	The South Tower did not collapse.
The dedicated professional staff, headed by Philip Zelikow, has contributed innumerable hours to the completion of this report, setting aside other important endeavors to take on this all-consuming assignment.	The dedicated professional staff, headed by Philip Zelikow, has contributed innumerable hours to the completion of this report, setting aside other important endeavors to take on this all-consuming assignment.
Philip Zelikow and his staff spent many hours preparing the report.	felipe Zelikow y 他的 personal 花費 muchas horas preparing the report.
The dedicated professional staff, headed by Philip Zelikow, has contributed innumerable hours to the completion of this report, setting aside other important endeavors to take on this all-consuming assignment.	The dedicated professional staff, headed by Philip Zelikow, has contributed innumerable hours to the completion of this report, setting aside other important endeavors to take on this all-consuming assignment.
The team rushed through the data to get the report done quickly.	las 球隊 apresurado 通過 los datos to consigue the 報告 hecho quickly.
The dedicated professional staff, headed by Philip Zelikow, has contributed innumerable hours to the completion of this report, setting aside other important endeavors to take on this all-consuming assignment.	The dedicated professional staff, headed by Philip Zelikow, has contributed innumerable hours to the completion of this report, setting aside other important endeavors to take on this all-consuming assignment.
There were twenty people on Philip Zelikow's staff.	ahí eran 二十 personas on felipe Zelikow's staff.
He also ordered Secretary Rumsfeld to develop a military plan against the Taliban.	He also ordered Secretary Rumsfeld to develop a military plan against the Taliban.
A military plan against the Taliban was needed.	A 軍方 plan against la talibanes estaba needed.
He also ordered Secretary Rumsfeld to develop a military plan against the Taliban.	He igualmente ordenado secretaría Rumsfeld to develop a 軍事 plano against el Taliban.
Nobody ordered the development of a military plan.	Nobody ordered the development of a military plan.
He also ordered Secretary Rumsfeld to develop a military plan against the Taliban.	He also ordered Secretary Rumsfeld to develop a military plan against the Taliban.
Secretary Rumsfeld developed a military plan right away.	Secretary Rumsfeld developed a military plan right away.
Intelligence report, interrogation of detainee, Dec. 2, 2001.	智慧 report, 訊問 of detainee, Dec. 2, 2001.
A detainee was interrogated.	A detainee was interrogated.
Intelligence report, interrogation of detainee, Dec. 2, 2001.	Intelligence report, interrogation of detainee, Dec. 2, 2001.
No detainees were interrogated.	No detainees were interrogated.
Intelligence report, interrogation of detainee, Dec. 2, 2001.	智慧 report, interrogación of detainee, Dec. 2, 2001.
The intelligence report was written up on December 3, 2001.	The 智力 denuncia estaba escritos up on 十二月 3, 2001.
As discussed earlier, the reason Jane decided she could not share information was because the initial information on Mihdhar had been analyzed by the NSA.	As discussed earlier, the reason Jane decided she could not share information was because the initial information on Mihdhar had been analyzed by the NSA.
Jane never wanted to share the information.	珍 never quería to compartan the information.
As discussed earlier, the reason Jane decided she could not share information was because the initial information on Mihdhar had been analyzed by the NSA.	As discussed earlier, the reason Jane decided she could not share information was because the initial information on Mihdhar had been analyzed by the NSA.
Jane shared the information immediately.	Jane shared the information immediately.
As discussed earlier, the reason Jane decided she could not share information was because the initial information on Mihdhar had been analyzed by the NSA.	As discussed earlier, the reason Jane decided she could not share information was because the initial information on Mihdhar had been analyzed by the NSA.
The NSA had looked at the information on Mihdhar.	The NSA had looked at the information on Mihdhar.
Summary of Judgment and Sentencing Order by Hanseatic Regional High Court, Motassadeq trial, Feb. 19,2003, pp.10-11.	Summary of Judgment and Sentencing Order by Hanseatic Regional High Court, Motassadeq trial, Feb. 19,2003, pp.10-11.
