#aaa	#aaa
#an	#eka
#cc	#cc
#ccc	#ccc
#ccf	#ccf
#cd	#cd
#cf	#cf
#cfecec	#cfecec
#content	#content
#da	#da
#daa	#daa
#dc	#dc
#dcdcdc	#dcdcdc
#ddd	#ddd
#dddddd	#dddddd
#ddf	#ddf
#de	#de
#dfdfdf	#dfdfdf
#dfe	#dfe
#dfffdf	#dfffdf
#ee	#ee
#eedd	#eedd
#eee	#eee
#eeeeee	#eeeeee
#efefef	#efefef
#faecc	#faecc
#faf	#faf
#fbf	#fbf
#fc	#fc
#fdfdfd	#fdfdfd
#ffc	#ffc
#ffcc	#ffcc
#ffd	#ffd
#ffdead	#ffdead
#ffe	#ffe
#ffebcd	#ffebcd
#ffff	#ffff
#http	#http
#https	#https
#if	#agara
#it	#it
#it	#yaha
#no	#no
#one	#eka
#this	#isa
#this	#yaha
#time	#time
#use	#use
#when	#jaba
origin	udgama
origin	utpatti
original	asali
original	maulika
original	mula
originality	maulikata
originals	mula
origine	origine
origins	ऑrijinsa
origyear	origyear
orioles	oriolsa
orionis	orionis
oris	oris
orishtnemi	arishtanemi
orissa	u.disa
oriya	o.diya
orkhon	orakona
orkney	orkney
orkut	ऑrakuta
orlando	ऑralaimdo
orleans	ऑraliyansa
orlo	arlo
ormond	ormond
ornamental	shobhayamana
ornately	alamkarika
orne	orne
ornithology	ornithology
oro	oro
orogeny	parvatana
oromia	oromia
oron	oron
orphan	anatha
orphanage	anathalaya
orphaned	anatha
orphans	anatha
orr	ऑra
ors	ऑrasa
orsa	orsa
orteig	ऑrtega
orthodox	paramparagata
orthodox	sanatani
orthodoxy	kattaravada
orthographic	orthographic
orthopaedics	orthopaedics
orton	ऑrtana
oru	oru
oruro	oruro
orwell	ऑravela
oryol	oryol
or}}	or}}
osaaka	osaka
osaka	osaka
osakka	osaka
osama	osama
osborne	osaborna
oscar	ऑskara
oscars	askara
oscars	ऑskara
oscillates	drrishtikonom
oscillating	oscillating
oscillation	dolana
oscillations	oscillations
oscillator	dolaka
oscillators	oscillators
oscilloscope	dolanadarshi
oscilloscopes	oscilloscopes
osd	oesadi
osh	osha
osha	osha
oshana	oshana
oshiyaana	oshiena
oshkosh	oshkosh
osho	osho
osi	oesaai
osiris	osirisa
oskar	oskar
oskarshamn	oskarshamn
oslo	oslo
oslo	ऑslo
osma	osama
osman	usmana
osmanabad	usmanabada
osmania	usmaniya
osmium	osmiyama
osmium	ऑsmiyama
osmosis	parasarana
osmotic	osmotic
osmund	osamamda
ospf	ospf
osric	osarika
ossetia	osetiya
ossetian	oseti
ossie	osi
ost	ost
ostentation	adambara
osteoarthritis	ऑstiyoartharaitisa
osteoporosis	ऑstiyoporosisa
oster	ऑstara
osti	osti
ostrich	shuturamurga
osvald	ऑsavalda
osvaldo	osavaldo
oswal	osavala
oswald	osavalda
ota	ota
otago	otago
otawa	otava
otc	otc
oter	dusari
oth	oth
othello	othelo
other	anya
othername	othername
othernames	othernames
otherparty	otherparty
others	anya
othertournaments	othertournaments
otherwise	varana
otis	otisa
otitis	otitis
otros	otros
otrs	otrs
ott	ott
ottavio	otaviyo
ottawa	otava
otto	oto
ottoman	otomana
ottoman	usmani
oulad	aulada
oulak	aulakha
oum	ouma
ounces	aumsa
oup	oup
our	aura
our	hamara
our	hamare
our	hamari
ourat	aurata
ouryuect	auyuikta
ous	ous
out	auta
out	bahara
outbound	autabaumda
outbursts	bha.dasa
outcome	nishkarsha
outdoor	autadora
outdoor	bahara
outdoor	bahari
outdoors	bahara
outdoors	bahari
outer	bahari
outfield	autaphilda
outfit	pahanava
outlaw	avaidha
outlaw	daku
outlaw	gairakanuni
outlaw	nirvasita
outlay	vyaya
outlet	autaleta
outlets	autaleta
outline	autalaina
outline	ruparekha
outlook	autaluka
outpost	chauki
outposts	chaukiyom
output	autaputa
outputs	autaputa
outrage	akrosha
outreach	mamgavane
outrider	outrider
outside	bahara
outsourcing	autasorsimga
outstanding	bakaya
outstanding	utkrrishta
outstation	bahari
outstrip	nikalana
outwardly	jahira
ova	dimba
ova	ova
oval	ovala
ovarasis	ovarasisa
ovaries	amdashaya
ovate	ovate
ovation	abhinamdana
ovation	sadhuvada
oven	chulha
oven	ovana
ovens	chulhom
over	ovara
overcast	badali
overdraft	ovaradraphta
overdrive	ovaradraiva
overdue	miyada
overflow	atipravaha
overgrowth	ativrriddhi
overhang	latakate
overhead	ovaraheda
overland	ovaralaimda
overlap	ovaralaipa
overlapping	ativyapi
overlay	ovarale
overlinking	overlinking
overlooking	nihara
overly	overly
override	ovararaida
overriding	overriding
overrules	overrules
overseas	ovarasisa
overseas	videshi
overshadowed	nishprabha
overthrow	phekane
overtime	ovarataima
overturned	vikala
overview	avalokana
overwhelmed	abhibhuta
overwrite	mitakara
overwrites	overwrites
ovi	ovi
ovid	ovida
oviduct	oviduct
oviedo	oviedo
ovis	ovis
ovulation	ovulation
ovule	bijanda
ovules	ovules
ovw	ovw
owais	ovaisa
owais	ऑvesa
owaisi	ovaisi
owbarta	auberta
owen	ovana
owen	ovena
owens	ovensa
owl	ullu
own	apana
own	apane
own	apani
own	dama
own	khuda
own	svayam
owned	svamitva
owner	malika
owner	svami
owners	malikom
owners	svami
ownership	svamitva
owo	ovo
oxalic	ऑksailika
oxana	oksana
oxbow	gokhura
oxenford	oksenaphorda
oxfam	oxfam
oxford	ऑksaphorda
oxfordian	oxfordian
oxidase	oxidase
oxidation	ऑksikarana
oxidative	oxidative
oxide	ऑksaida
oxides	aksaida
oxime	aksima
oxy	ऑksi
oxycodone	oxycodone
oxygen	aksijana
oxygen	ऑksijana
oyster	sipa
ozone	ojona
ozone	ozona
ozzy	ozi
paa	paa
paal	paal
paal	paॉla
paalak	palka
paanini	panini
paanl	paॉla
paanvar	paॉvara
paap	papa
paapi	papi
paar	para
paatemakin	paॉtemakina
paaula	paula
paayal	payala
paayik	paika
pablic	pablika
pablo	pablo
pac	pac
pacers	pesarsa
pachauri	pachauri
pacific	paisiphika
pacific	pesiphaka
pacific	prashamta
pacifism	shamtivada
pacing	pesimga
pacino	pachino
pack	paika
package	paikeja
packages	paikeja
packages	samkula
packaging	paikejimga
packard	paikarda
packard	pekarda
packer	paikara
packers	paikarsa
packers	parksa
packet	paiketa
packets	paiketsa
packing	paidimga
packing	paikimga
packs	paika
paco	pako
pact	anubamdha
pact	gathabamdhana
pact	samajhauta
pact	samdhi
pact	samvida
pad	pad
padam	pad{}ma
padamsee	padmasi
paddi	paddi
padding	paidimga
paddington	paidimgatana
paddle	chappu
paddy	dhana
padi	pa.di
padma	padma
padmal	padmala
padmalochana	padmalochana
padmanabha	padmanabha
padmanabhan	padmanabhana
padmanabhapuram	padmanabhapurama
padmanabhaswamy	padmanabhasvami
padmarajan	padmarajana
padmasambhava	padmasambhava
padmashri	padmashri
padmavathi	padamavati
padmavati	padmavati
padmini	padmini
padosan	pa.dosana
padosee	pa.dosi
padres	paidresa
pads	paida
padukone	padukona
paes	pesa
paf	paf
pag	pag
pag	paiga
pagadi	paga.di
page	peja
page	prrishtha
pagemaker	pejamekara
pager	pejara
pagerank	pejaraimka
pages	panne
pages	peja
pages	prrishtha
pages	prrishthom
paget	pejeta
page}}	page}}
page}}	prrishtha}}
pagina	pagina
pagla	pagala
pahala	pahala
pahale	pahale
pahalwan	pahalavana
pahar	pahara
pahari	paha.di
paharpur	paharapura
pahchan	pahachana
pahele	pahale
paheli	paheli
pahla	pahala
pahlavi	pahalavi
pahle	pahale
pahoo	pahu
pahva	pahava
paicroft	paikrophta
paid	ada
paid	sashulka
paida	paida
paidaina	payadaina
paidi	paiti
paijang	paimjamga
paikwood	paikavuda
pail	paila
paimpa	paimpa
pain	darda
pain	pi.da
pained	duhkhi
painful	dardanaka
painful	dukhada
paint	pemta
painted	chitrita
painter	chitrakara
painter	pemtara
painters	chitrakara
painting	chitrakala
painting	chitrakari
painting	chitrakarom
painting	pemtimga
pair	jo.di
paired	yugma
pairenees	payarenisa
paisa	paisa
paise	paise
paiti	paiti
paitsi	paitsi
paix	paix
paja	puja
pajamas	pajama
pak	pak
pak	paka
pakararima	pakaraima
pakheyval	pakhevala
pakistan	pakistan
pakistan	pakistana
pakistan	pakistani
pakistani	pakistani
pakistanis	pakistaniyom
pakkooke	pakkhoke
paktia	pakatiya
pal	pal
pal	pala
pal	paॉla
pala	pala
palace	mahala
palace	pailesa
palace	rajamahala
palaces	mahalo
palaces	mahalom
palacio	palacio
paladin	rajaputa
palaeo	palaeo
palaeography	puralekhavidya
palaeos	palaeos
palaeozoic	palaeozoic
palak	palaka
palakkad	palakka.da
palako	palakom
palampur	palamapura
palamu	palamu
palani	palani
palanpur	palanapura
palar	palara
palas	palasa
palash	palasha
palatal	palatal
palate	talu
palatial	vishalakaya
palatinate	palatinate
palato	palato
palau	palau
pale	pale
palekar	palekara
paleo	pailiyo
paleobotany	paleobotany
paleocene	paleocene
paleontology	jivashmavij~nana
paleoproterozoic	paleoproterozoic
paleozoic	paleozoic
palermo	palermo
palestine	paridrrishya
palestine	philistina
palestinian	philistini
palestinian	problem
palette	paileta
palghar	palaghara
palgrave	palgrave
pali	pali
palika	palika
palin	palina
palindrome	chitrakavya
palir	parli
palladium	palediyama
pallav	pallava
pallava	pallava
pallavi	pallavi
pallet	pattika
palliative	palliative
pallu	pallu
pally	paili
palm	hatheli
palm	khajura
palm	pama
palm	ta.da
palma	palama
palme	palme
palmer	pamara
palmerston	palmerston
palmistry	hastarekha
palmolive	paॉmoliva
palms	hatheliyam
palms	hatheliyom
palmyra	palmyra
palna	palana
palnitakar	palanitakara
palo	palo
palpa	palpa
paltrow	paltro
paltry	mamuli
palus	pailasa
palynology	palynology
pam	pama
pama	pama
pamba	pampa
pamban	pambana
pamchi	pamchi
pamela	pamela
pamir	pamira
pammi	pammi
pampas	pampasa
pamuk	pamuka
pan	paina
pan	pana
pan	pena
pana	pana
panacea	ramabana
panaji	panaji
panama	panama
panamera	painamera
panasonic	painasonika
panay	paine
pancake	painakeka
panch	pa.ncha
panchali	pamchali
panchami	pamchami
panchanan	pamchanana
panchatantra	pa~nchatantra
panchayat	pamchayata
panchayati	pamchayati
panchayats	pamchayatem
panchayats	pamchayatom
panchkula	pamchakula
panchmahal	pamchamahala
pancholi	pamcholi
panchpora	pa.nchapore
panchvati	pamchavati
pancreas	agnyashaya
pancreatic	agnashaya
pancreatitis	agnashayashotha
panda	pamda
panda	panda
pandase	pemdase
pandav	pamdava
pandava	pamdava
pandava	pandava
pandavas	pamdavom
pandavas	pandavom
pande	pamde
pande	pande
pandemic	vishvamari
pander	pamढ़era
pandey	pamde
pandey	pandeya
pandharpur	pamdharapura
pandi	pamdi
pandit	pamdita
pandit	pandita
pandita	pamdita
pandits	pamditom
pandora	paimdora
pandu	pandu
pandurang	pamduramga
panduranga	pamduramga
pandyan	pamdya
pane	phalaka
paneer	panira
panel	painala
panel	patala
panel	phalaka
panentheism	sarveshvaravada
panesar	panesara
pang	damsha
pangaea	paimjiya
pangs	kasaka
panhala	panhala
panhandle	painahaimdala
pani	pani
panic	dahashata
panicker	panikara
paniculata	paniculata
panigrahi	panigrahi
panihari	panihari
panikkar	panikkara
panini	panini
panipat	panipata
panja	pamja
panjabi	panjabi
panji	panaji
panjim	pamjima
pankaj	pamkaja
panki	panaki
panna	panna
pannagesh	pannagesha
pannalaal	pannalala
pannalal	pannalala
panopticon	panoptikaॉna
panorama	paridrrishya
panoramas	panoramas
pans	baratana
pant	pamta
pant	pant
pant	panta
pantanal	panatanala
pantanal	pemtanala
panth	pamtha
panther	paimthara
panthera	pemthera
panthers	paimtharsa
pantograph	vidyutagrahi
pants	paimta
panvel	panavela
panvel	paॉvela
panvin	panavina
panwar	pamvara
panzer	panzer
pao	pao
paola	paola
paolini	paolini
paolo	paulo
pap	pap
papa	papa
papal	papal
papanasam	papanashama
papaya	papita
paper	kagaja
paper	kagaza
paper	pepara
paperback	peparabaika
papers	papers
paperwork	kagaji
papiha	papiha
papilio	paipiliyo
papilloma	paipiloma
papo	papo
pappu	pappu
papua	papua
papuan	papuai
papyrus	papyrus
par	para
para	paira
para	para
paraaye	parae
parable	misala
parabola	paravalaya
parabolic	paravalayika
paraboloid	paravalayaja
paracelsus	pairaselsasa
paracetamol	perasitamola
parachute	pairashuta
parachuting	pairashutimga
parade	pareda
paradigm	pratimana
paradise	jannata
paradise	svarga
paradox	virodhabhasa
paragliding	pairaglaidimga
paragraph	anuchcheda
paragraph	pairagrapha
paragraphs	anuchcheda
paraguay	pairagve
paraguayan	pairaguena
paragway	paragve
parakeet	pairakita
parakram	parakrama
parallax	lambana
parallel	samanamtara
parallelism	parallelism
paralympic	pairalampika
paralympics	pairalimpiksa
paralysis	paralysis
paralytic	lakava
param	parama
paramahamsa	paramahamsa
paramahansa	paramahamsa
paramahunz	paramahamsa
paramaribo	paramaribo
paramaswari	parameshvari
parambikulam	paramabikulama
paramedical	pairamedikala
parameshthin	parameshthina
parameter	pairamitara
parameter	prachala
parameters	pairamitara
parameters	pairamitarsa
parameters	parimana
paramilitary	ardhasainika
paramount	sarvopari
params	pairamitara
paranjpe	paramjape
parapet	mumdera
paraphrase	bhavanuvada
parapsychology	paramanovij~nana
paras	parasa
parashar	parashara
parashuram	parashurama
parashurama	parashu
parashurama	parashurama
parashurama	parashuramaji
parasite	parajivi
parasites	parajivi
parasitism	parajivita
parasitology	parasitology
parasympathetic	parasympathetic
paratha	paramtha
paratha	paratha
parathyroid	parathyroid
paratrooper	chatrasena
paratroopers	paratroopers
paray	parae
paraye	parae
parayee	parai
parbat	parabata
parbhani	parabhani
parcel	parsala
pardes	paradesa
pardi	pardi
pardo	pardo
pardubice	pardubice
pareeksha	pariksha
parekh	parekha
parel	parela
parenchyma	parenchyma
parent	abhibhavaka
parent	janaka
parenteral	parenteral
parentheses	koshthaka
parenthesis	koshthaka
parenthetical	parenthetical
parenting	paravarisha
parents	abhibhavaka
parera	parera
paresh	paresha
pareto	pareto
pareyu	pareyu
parganas	paragana
pargs	pargs
pari	pari
pariatur	pariatur
parietal	parietal
parikrama	parikrama
parikshaa	pariksha
parikshit	parikshita
parinda	parimda
parindra	parimdra
paris	pairisa
paris	perisa
parish	mohalla
parishat	parishat
parity	pairiti
parity	samanata
parity	samata
parivaar	parivara
pariwar	parivara
park	parka
park	udyana
parker	parkara
parking	parkimga
parking	parkina
parkinson	parkinsana
parkman	parkamaina
parks	parka
parkway	parkave
parle	parle
parliament	lokasabha
parliament	parliyamemta
parliament	samsada
parliamentary	samsadiya
parlor	parlara
parlour	parlara
parm	parm
parma	parama
parma	parma
parmar	paramara
parmeshwor	parameshvara
parminder	paramimdara
parms	parms
parner	paranera
paro	paro
parody	vyamgya
parole	pairola
parolkar	parolakara
parot	pierete
parque	parque
parr	parr
parra	pera
parroquial	parroquial
parrot	tota
parrotbill	parrotbill
parrotfish	parrotfish
parrots	tote
pars	pars
parsa	parasa
parse	parsa
parsec	parasaika
parserfunctions	parserfunctions
parshvanath	parshvanatha
parsi	parasi
parsimony	mitavyayita
parsley	ajamoda
parsons	parsansa
part	bhaga
part	hissa
part	hisse
part	ora
part	parta
parte	parte
partei	partei
parth	partha
parthasarathy	parthasarathi
parthenogenesis	anishekajanana
parthenon	parthenana
parthia	parthiya
parthiv	parthiva
parthivee	parthivi
parthsarathi	parthasarthi
parti	parati
partial	amshika
participant	bhagidara
participants	bhagidara
participants	pratibhagi
participants	pratibhagiyom
participation	bhagidari
particle	kana
particles	anu
particles	kana
particles	kanom
particularly	visheshakara
particulates	abhikana
partido	partido
parties	dala
parties	partiya.n
parties	partiyom
partij	partij
parting	bicha.da
partisan	dalagata
partition	partishana
partition	vibhajana
partner	partanara
partner	sajhedara
partner	samgi
partner	sathi
partners	sajhedara
partners	sharika
partnership	bhagidari
partnership	sajhedari
partof	partof
parton	partana
partridge	titara
parts	bhaga
parts	partsa
party	dala
party	jashna
party	parti
party	party
partying	parti
party}}	party}}
parul	parula
parva	parva
parvaiz	paraveza
parvarish	paravarisha
parvati	parvati
parveen	paravina
parvez	paraveja
parvez	paraveza
parvtinandan	parvatinandana
parwez	paraveza
pará	pará
pas	pas
pasay	pase
pascal	paskala
paschen	paschen
pascual	paskuala
pascvel	pasakvela
pasek	paseka
paseo	paseo
pasha	pasha
pashto	pashto
pashupati	pashupati
pashupatinath	pashupatinatha
paso	paso
pass	darra
pass	pasa
pass	pass
passage	dyo.dhi
passant	passant
passenger	rahi
passenger	yatri
passengers	yatri
passengers	yatriyom
passeriformes	passeriformes
passes	gujarata
passing	gujara
passing	pasimga
passion	jununa
passphrase	kutashabda
passport	pasaporta
password	kutashabda
password	pasavarda
passwords	pasavarda
past	atita
past	pasta
pasta	pasta
pasted	chipakaya
pastels	pestala
pasteur	pashchara
pastime	tamasha
pasting	chipakane
pastor	padari
pastoral	lubhavane
pastry	pestri
pastures	charagahom
paswan	pasavana
pat	pa.cta
pat	paita
pat	pat
pata	pata
patagonian	petagoniyana
patang	patamga
patangu	patamga
patanjali	patamjali
patanjali	patanjali
patar	patara
patar	patthara
pataudi	pataudi
patch	paicha
patches	dhabbe
patchouli	pachauli
patekar	patekara
patel	patel
patel	patela
patella	patela
patent	petemta
paternal	paitrrika
path	patha
pathak	pathak
pathak	pathaka
pathan	pathana
pathanaamthits	pathanamathit{}ta
pathankot	pathanakota
pathetic	dayaniya
pathnam	pathanama
pathogen	pathogen
pathogenic	rogajanaka
pathology	paitholaॉji
paths	patha
paths	rahem
pathyaa	pathya
pati	pati
patiala	patiyala
patidar	patidara
patience	dhairya
patience	sabra
patient	marija
patient	rogi
patiently	dhairyapurvaka
patients	marijom
patients	rogiyom
patil	patila
patio	a.ngana
patjad	patajha.da
patkar	patakara
patna	patana
patnaik	patanayaka
patnee	patani
patni	patni
pato	pato
patra	patra
patralekha	patralekha
patria	patria
patriarchy	pitrrisatta
patric	patric
patricia	petrisiya
patrick	paitrika
patrie	patrie
patrika	patrika
patriotism	deshabhakti
patriotism	deshaprema
patriotism	rashtrabhakti
patriots	deshabhakta
patriots	deshapremi
patro	pedro
patrol	gashti
patrol	paitrola
patrolled	patrolled
patrollers	patrollers
patrols	gashta
patron	samrakshaka
patrons	petronasa
pattabhi	pattabhi
pattaya	pataya
pattern	paitarna
pattern	pratikrriti
pattern	pratimana
patterns	paitarna
patterson	paitarasana
patterson	paitarsana
patthar	patthara
patthrhon	pattharom
patti	patti
pattinson	paitinasana
patton	patton
patty	paiti
patwardhan	patavardhana
paudwal	paudavala
paul	pala
paul	paॉla
paula	paula
pauli	pauli
pauling	paulimga
paulo	paulo
pauper	paupara
pauri	pau.di
pausanias	pausanias
pause	rokem
pause	thaharana
pause	thaharem
pav	pava
pavaana	pavana
pavamaan	pavamana
pavanputra	pavanaputra
paved	prashasta
pavel	pavela
pavilion	mandapa
pavitra	pavitra
pavlodar	pavlodara
pavlovic	pavlovic
pavo	pavo
pavsey	pavase
pavón	pavón
paw	pam
paw	pava
pawan	pavana
pawan	pawan
pawar	pavara
pawar	paॉvara
pawaskar	pavasakara
pawn	giravi
pawn	sahukara
pawns	pyade
paws	pamje
pax	pax
pay	ada
pay	pe
paya	paya
payable	deya
payasvinee	payasvini
payback	pebaika
paydar	pedara
payers	karadataom
payload	peloda
payloads	payloads
payment	bhugatana
payments	bhugatana
paynesiya	painesiya
payngey	paige
payout	bhugatana
paypal	paypal
paz	paz
pazhassi	pajahassi
país	país
pbc	pibisi
pbk	pbk
pbo	pbo
pbp	pbp
pbr	pbr
pbs	pbs
pbt	pbt
pbx	pibieksa
pca	pisie
pcall	pcall
pcb	pcb
pcbs	pcbs
pcc	pisisi
pci	pisiai
pcl	pisiela
pcm	pcm
pcr	pcr
pct	pct
pcu	pcu
pcupdate	pcupdate
pda	pda
pdas	gusse
pde	pde
pdf	pidiefa
pdf	pidiepha
pdm	pdm
pdp	pidipi
pds	pidiesa
pdt	piditi
pe	pe
pea	matara
peabody	pibaॉdi
peace	pisa
peace	salama
peace	shamti
peaceful	shamtipurna
peacefully	shamtipurvaka
peach	a.du
peaches	adu
peacock	mora
peacock	morani
peak	pika
peak	shikhara
peakrating	peakrating
peaks	chadhe
peaks	chotiyom
peaks	partsa
peanut	mu.ngaphali
pear	nashapati
pear	pera
pearl	moti
pearl	parla
pearls	moti
pearsa	pearasaila
pearson	piyarasana
pearson	piyarsana
peary	piyari
peas	matara
peat	peat
peat	peta
pebble	kamka.da
pebbles	kamkara
pech	pecha
pechora	pechora
peck	peka
peckover	pekovara
pectoral	pectoral
pectoralis	pectoralis
pectoris	pektorisa
ped	ped
pedagogical	pedagogical
pedal	paidala
pedantic	pamditau
pedestrian	paidala
pedology	pedology
pedro	pedro
pee	peshaba
peecha	picha
peek	pika
peel	chilake
peel	pila
peeled	chilaka
peer	pira
peerage	peerage
peerages	peerages
peetarsan	pitarasana
pef	pef
peg	pega
pegasas	pegasasa
pegasi	pegasi
pegg	pegga
pegged	amki
peggy	paigi
pegs	khumti
pehli	pahali
pei	pei
peisir	paisira
peksi	peksi
pel	pel
pelaagiya	pelagiya
pelagic	pelagic
pelican	pelican
pell	pell
pelle	pele
pelli	peli
peloponnese	peloponiza
peltier	peltier
pelton	pelton
pelvic	shroni
pembroke	pemabroka
pemphigus	pemphigus
pen	kalama
pen	lekhani
pen	pena
penalized	painalti
penalties	damda
penalty	damda
penalty	penalti
penaltyscore	penaltyscore
penang	penamga
pence	pemsa
penchant	abhiruchi
penchant	jhukava
penchant	pravrriti
penchant	pravrritti
penchant	ruchi
pencil	pemsila
pencil	pensila
pencilina	pemsilina
penck	pemka
penda	pemda
pending	lambita
pending	sthagita
pending	vicharadhina
pendulum	lolaka
penelop	penelopa
penelope	penelopa
penetrate	ghusa
peng	pemga
penganga	penagamga
pengrango	painagramgo
penguin	pemguina
penh	penha
penicillin	penisilina
penicillium	penisiliyama
peninsula	prayadvipa
peninsular	prayadvipiya
penis	shishna
penleev	penaliva
penna	pennara
pennies	kau.di
penniless	daridra
pennsylvania	pensilaveniya
pennsylvanian	pennsylvanian
penny	paini
pens	pena
pens	pensa
pension	pemshana
pensive	udasa
pentachloride	pentakloraida
pentagon	pemtagana
pentagon	prastutikarana
pentas	pemtsa
pentasoft	pemtasaॉfta
pentathlon	pemtathalana
pentecost	pemtekosta
pentecostal	pemtekostala
penthouse	pemtahausa
pentode	pentoda
penza	penza
penélope	penelope
peo	peo
peolo	peolo
peon	chaparasi
people	loga
people	logom
pep	pepa
pepe	pepe
pepin	pepina
pepo	pepo
pepperoni	peparoni
peppers	mircha
pepsi	pepsi
pepsico	pepsiko
peptide	peptaida
per	prati
per	svadanusara
pera	prabha
perak	peraka
perceived	abhasa
percent	pratishata
percentage	pratishata
percentile	pratishataka
percentsun	percentsun
perception	bodha
perch	parcha
percival	parsivala
percussion	percussion
percy	parsi
perdition	hani
perdition	sarvanasha
perdition	vinasha
pere	pere
pereira	parera
peren	perena
perennial	barahamasi
perera	parera
peres	pereza
peretti	peretti
perfect	paraphekta
perfect	paripurna
perfect	parphekta
perfect	purna
perfect	sahi
perfection	purnata
perfection	utkrrishtata
perforated	chidrita
perforation	chedana
performance	nishpadana
performance	pradarshana
performances	pradarshana
performed	performed
performer	performer
performer	yajamana
perfringens	perfringens
perfume	itra
perfume	paraphyuma
perfumes	itra
perfusion	perfusion
pergamon	pergamon
perhaps	shayada
peri	peri
pericutin	parikyutina
perihelion	perihelion
perimeter	ghera
perin	perina
perinthalmanna	perinthalmanna
period	avadhi
period	kala
periodic	avadhika
periods	avadhi
peripheral	paridhiya
periplus	periplus
periscope	paridarshi
perissodactyla	perissodactyla
peritoneal	udaravaraniya
peritoneum	peritoneum
peritonitis	peritonitis
periyar	periyara
perkin	perkin
perkins	perkins
perl	moti
perl	parla
perlman	parlamaina
perm	parma
permafrost	parmafrosta
permanent	sthai
permanent	sthayi
permanganate	paramaimganeta
permeability	permeability
permian	permian
permission	anumati
permission	ijajata
permissions	anumati
permit	paramita
permittivity	vidyutashilata
permutation	kramachaya
permutations	permutations
pernicious	ghataka
pero	pero
peron	perona
perood	perota
peroxide	paraऑksaida
perp	perp
perpendicular	lambavata
perpetrator	perpetrator
perplexed	hairana
perps	perps
